"ACCOUNTID","AMOUNT","CAMPAIGNID","CLOSEDATE","CONTACTID","CREATEDBYID","CREATEDDATE","CURRENTGENERATORS__C","DELIVERYINSTALLATIONSTATUS__C","DESCRIPTION","EXPECTEDREVENUE","FISCAL","FISCALQUARTER","FISCALYEAR","FORECASTCATEGORY","FORECASTCATEGORYNAME","HASOPPORTUNITYLINEITEM","HASOPENACTIVITY","HASOVERDUETASK","ID","ISCLOSED","ISDELETED","ISPRIVATE","ISWON","LASTACTIVITYDATE","LASTAMOUNTCHANGEDHISTORYID","LASTCLOSEDATECHANGEDHISTORYID","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTSTAGECHANGEDATE","LASTVIEWEDDATE","LEADSOURCE","MAINCOMPETITORS__C","NAME","NEXTSTEP","OPPORTUNITY_SOURCE__C","ORDERNUMBER__C","OWNERID","PRICEBOOK2ID","PROBABILITY","PUSHCOUNT","RECORDTYPEID","STAGENAME","SYSTEMMODSTAMP","TOTALOPPORTUNITYQUANTITY","TRACKINGNUMBER__C","TYPE"
"0012w00001Cq73sAAB","1876750.0","","2022-12-17","","0052w00000B4VTyAAN","2022-05-28T00:00:00.000Z","","","","1876750.0","2022 4","4","2022","Closed","Closed","true","true","true","0062w00000GjfHIAAZ","true","false","false","true","2023-01-05","0082w00000rVzMGAA0","","0052w00000B4VTyAAN","2023-01-12T23:33:57.000Z","","","","Employee Referral","","Opportunity for Lawson1843","","BDR","","0052w00000BXX9yAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:13.000Z","1877.0","","New Business"
"0012w00001Cq7C0AAJ","88200.0","","2022-01-16","","0052w00000B4VTyAAN","2021-07-24T00:00:00.000Z","","","","88200.0","2022 1","1","2022","Closed","Closed","true","false","false","0062w00000GjfELAAZ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:57.000Z","","","","Employee Referral","","Opportunity for McCoy365","","BDR","","0052w00000BXXA1AAP","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:57.000Z","735.0","","New Business"
"0012w00001Cq6ywAAB","390885.0","","2022-09-08","","0052w00000B4VTyAAN","2022-03-25T00:00:00.000Z","","","","390885.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfEMAAZ","true","false","false","true","","0082w00000rVzLmAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Partner","","Opportunity for Love368","","AE","","0052w00000BXXA0AAP","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","3353.0","","New Business / Add-on"
"0012w00001Cq6zKAAR","112725.0","","2022-02-27","","0052w00000B4VTyAAN","2021-09-12T00:00:00.000Z","","","","0.0","2022 1","1","2022","Omitted","Omitted","true","false","false","0062w00000GjfENAAZ","true","false","false","false","","","","0052w00000B4VTyAAN","2023-01-12T23:34:01.000Z","","","","Web","","Opportunity for Rios369","","AE","","0052w00000BXXA1AAP","01s2w00000J2EzPAAV","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:34:01.000Z","501.0","","New Business / Add-on"
"0012w00001Cq759AAB","179225.0","","2022-11-14","","0052w00000B4VTyAAN","2022-06-28T00:00:00.000Z","","","","179225.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfEOAAZ","true","false","false","true","","0082w00000rVzLnAAK","","0052w00000B4VTyAAN","2023-01-12T23:33:59.000Z","","","","Word of mouth","","Opportunity for Gordon370","","Marketing","","0052w00000BXX9pAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:59.000Z","469.0","","New Business"
"0012w00001Cq7A6AAJ","22240.0","","2022-09-23","","0052w00000B4VTyAAN","2022-07-31T00:00:00.000Z","","","","22240.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfEPAAZ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:59.000Z","","","","Employee Referral","","Opportunity for Harrington373","","Alliances","","0052w00000BXX9yAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:59.000Z","556.0","","New Business"
"0012w00001Cq74BAAR","62400.0","","2022-11-07","","0052w00000B4VTyAAN","2022-08-16T00:00:00.000Z","","","","62400.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfEQAAZ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:59.000Z","","","","Partner","","Opportunity for Pearson374","","AE","","0052w00000BXX9tAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:59.000Z","104.0","","New Business"
"0012w00001Cq70aAAB","657600.0","","2022-09-03","","0052w00000B4VTyAAN","2022-02-27T00:00:00.000Z","","","","657600.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfERAAZ","true","false","false","true","","0082w00000rVzPnAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Partner","","Opportunity for Clayton375","","AE","","0052w00000BXXA3AAP","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:03.000Z","1744.0","","New Business"
"0012w00001Cq6zBAAR","637520.0","","2022-05-22","","0052w00000B4VTyAAN","2021-12-20T00:00:00.000Z","","","","637520.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfESAAZ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:34:01.000Z","","","","Advertisement","","Opportunity for Mathis376","","BDR","","0052w00000BXX9oAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:01.000Z","2066.0","","New Business"
"0012w00001Cq7BfAAJ","690210.0","","2022-01-22","","0052w00000B4VTyAAN","2021-09-02T00:00:00.000Z","","","","690210.0","2022 1","1","2022","Closed","Closed","true","false","false","0062w00000GjfETAAZ","true","false","false","true","","0082w00000rVzSAAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Public Relations","","Opportunity for Gray19","","Marketing","","0052w00000BXX9sAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","2351.0","","New Business"
"0012w00001Cq77WAAR","744440.0","","2023-06-10","","0052w00000B4VTyAAN","2022-12-13T00:00:00.000Z","","","","669996.0","2023 2","2","2023","Forecast","Commit","true","true","false","0062w00000GjfEVAAZ","false","false","false","false","2023-01-14","0082w00000rVzLoAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Trade Show","","Opportunity for McCormick23","","Marketing","","0052w00000BXX9nAAH","01s2w00000J2EzPAAV","90.0","0","0122w000001Ypd0AAC","Negotiation/Review","2023-01-12T23:34:13.000Z","2155.0","","New Business"
"0012w00001Cq72UAAR","2505200.0","","2022-01-18","","0052w00000B4VTyAAN","2022-01-08T00:00:00.000Z","","","","2505200.0","2022 1","1","2022","Closed","Closed","true","false","false","0062w00000GjfElAAJ","true","false","false","true","","0082w00000rVzPpAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Word of mouth","","Opportunity for Snyder164","","AE","","0052w00000BXX9tAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:04.000Z","4210.0","","New Business"
"0012w00001Cq7EAAAZ","874780.0","","2022-04-06","","0052w00000B4VTyAAN","2021-09-09T00:00:00.000Z","","","","874780.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfEmAAJ","true","false","false","true","","0082w00000rVzOHAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Partner","","Opportunity for Nichols171","","AE","","0052w00000BXX9yAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:03.000Z","5611.0","","New Business"
"0012w00001Cq6ziAAB","4357300.0","","2022-07-16","","0052w00000B4VTyAAN","2022-06-14T00:00:00.000Z","","","","4357300.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfEpAAJ","true","false","false","true","","0082w00000rVzPqAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Seminar - Internal","","Opportunity for Cunningham175","","Marketing","","0052w00000BXX9uAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","4427.0","","New Business / Add-on"
"0012w00001Cq6zPAAR","4067300.0","","2023-02-21","","0052w00000B4VTyAAN","2022-08-20T00:00:00.000Z","","","","3050475.0","2023 1","1","2023","BestCase","Best Case","true","true","true","0062w00000GjfEqAAJ","false","false","false","false","2023-01-08","0082w00000rVzLsAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Web","","Opportunity for Bush283","","Alliances","","0052w00000BXX9tAAH","01s2w00000J2EzPAAV","75.0","0","0122w000001Ypd0AAC","Proposal/Price Quote","2023-01-12T23:34:13.000Z","4372.0","","New Business"
"0012w00001Cq74IAAR","1790440.0","","2022-09-19","","0052w00000B4VTyAAN","2022-02-14T00:00:00.000Z","","","","1790440.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfErAAJ","true","false","false","true","","0082w00000rVzOIAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:01.000Z","","","","Employee Referral","","Opportunity for Pearson288","","AE","","0052w00000BXX9lAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:01.000Z","3837.0","","New Business"
"0012w00001Cq7BrAAJ","3306425.0","","2023-01-31","","0052w00000B4VTyAAN","2022-09-07T00:00:00.000Z","","","","2975782.5","2023 1","1","2023","Forecast","Commit","true","true","false","0062w00000GjfEsAAJ","false","false","false","false","2023-02-08","0082w00000rVzLtAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Web","","Opportunity for Higgins293","","BDR","","0052w00000BXX9lAAH","01s2w00000J2EzPAAV","90.0","0","0122w000001Ypd0AAC","Negotiation/Review","2023-01-12T23:34:15.000Z","6175.0","","Existing Business"
"0012w00001Cq78IAAR","219000.0","","2023-03-04","","0052w00000B4VTyAAN","2022-12-02T00:00:00.000Z","","","","153300.0","2023 1","1","2023","BestCase","Best Case","true","true","false","0062w00000GjfEuAAJ","false","false","false","false","2023-02-02","","","0052w00000B4VTyAAN","2023-01-12T23:33:59.000Z","","","","Employee Referral","","Opportunity for Francis298","","AE","","0052w00000BXXA3AAP","01s2w00000J2EzPAAV","70.0","0","0122w000001Ypd0AAC","Perception Analysis","2023-01-12T23:34:13.000Z","365.0","","New Business / Add-on"
"0012w00001Cq7E1AAJ","567000.0","","2023-02-09","","0052w00000B4VTyAAN","2022-07-24T00:00:00.000Z","","","","283500.0","2023 1","1","2023","Pipeline","Pipeline","true","true","false","0062w00000GjfEvAAJ","false","false","false","false","2022-12-28","","","0052w00000B4VTyAAN","2023-01-12T23:33:57.000Z","","","","Employee Referral","","Opportunity for McBride299","","AE","","0052w00000BXX9yAAH","01s2w00000J2EzPAAV","50.0","0","0122w000001Ypd0AAC","Value Proposition","2023-01-12T23:34:13.000Z","2009.0","","New Business"
"0012w00001Cq79sAAB","2303500.0","","2022-09-07","","0052w00000B4VTyAAN","2022-02-10T00:00:00.000Z","","","","2303500.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfEwAAJ","true","false","false","true","","0082w00000rVzOJAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Public Relations","","Opportunity for Miller300","","BDR","","0052w00000BXX9wAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","1871.0","","New Business"
"0012w00001Cq71cAAB","2086050.0","","2023-02-07","","0052w00000B4VTyAAN","2022-09-22T00:00:00.000Z","","","","1460235.0","2023 1","1","2023","BestCase","Best Case","true","true","false","0062w00000GjfExAAJ","false","false","false","false","2022-12-15","0082w00000rVzLuAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Public Relations","","Opportunity for Cross303","","AE","","0052w00000BXX9nAAH","01s2w00000J2EzPAAV","70.0","0","0122w000001Ypd0AAC","Perception Analysis","2023-01-12T23:34:13.000Z","3527.0","","New Business"
"0012w00001Cq729AAB","5839810.0","","2023-01-22","","0052w00000B4VTyAAN","2022-10-28T00:00:00.000Z","","","","4087866.9999999995","2023 1","1","2023","BestCase","Best Case","true","true","true","0062w00000GjfEzAAJ","false","false","false","false","2022-12-27","0082w00000rVzRmAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Word of mouth","","Opportunity for Figueroa377","","Marketing","","0052w00000BXX9nAAH","01s2w00000J2EzPAAV","70.0","0","0122w000001Ypd0AAC","Perception Analysis","2023-01-12T23:34:13.000Z","6162.0","","New Business / Add-on"
"0012w00001Cq7DuAAJ","446850.0","","2022-03-17","","0052w00000B4VTyAAN","2022-02-13T00:00:00.000Z","","","","446850.0","2022 1","1","2022","Closed","Closed","true","false","false","0062w00000GjfF0AAJ","true","false","false","true","","0082w00000rVzPsAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Employee Referral","","Opportunity for Collins378","","AE","","0052w00000BXX9qAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:03.000Z","1961.0","","New Business"
"0012w00001Cq71uAAB","150240.0","","2022-12-07","","0052w00000B4VTyAAN","2022-07-20T00:00:00.000Z","","","","150240.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfF4AAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Employee Referral","","Opportunity for May386","","Marketing","","0052w00000BXX9mAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:04.000Z","1252.0","","New Business"
"0012w00001Cq7ByAAJ","822800.0","","2023-05-29","","0052w00000B4VTyAAN","2022-12-02T00:00:00.000Z","","","","164560.0","2023 2","2","2023","Pipeline","Pipeline","true","true","false","0062w00000GjfF5AAJ","false","false","false","false","2023-01-17","","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Word of mouth","","Opportunity for Hart387","","Alliances","","0052w00000BXX9mAAH","01s2w00000J2EzPAAV","20.0","0","0122w000001Ypd0AAC","Needs Analysis","2023-01-12T23:34:13.000Z","968.0","","New Business / Add-on"
"0012w00001Cq75jAAB","237840.0","","2022-12-09","","0052w00000B4VTyAAN","2022-10-18T00:00:00.000Z","","","","237840.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfF6AAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:34:01.000Z","","","","Partner","","Opportunity for Perry395","","Alliances","","0052w00000BXX9vAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:01.000Z","1982.0","","New Business"
"0012w00001Cq73eAAB","844100.0","","2023-03-17","","0052w00000B4VTyAAN","2022-11-28T00:00:00.000Z","","","","84410.0","2023 1","1","2023","Pipeline","Pipeline","true","true","false","0062w00000GjfF8AAJ","false","false","false","false","2023-01-10","0082w00000rVzOKAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Advertisement","","Opportunity for Nunez399","","Marketing","","0052w00000BXXA1AAP","01s2w00000J2EzPAAV","10.0","0","0122w000001Ypd0AAC","Prospecting","2023-01-12T23:34:13.000Z","2013.0","","New Business / Add-on"
"0012w00001Cq77zAAB","175770.0","","2022-08-09","","0052w00000B4VTyAAN","2022-06-18T00:00:00.000Z","","","","175770.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfF9AAJ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:33:55.000Z","","","","Partner","","Opportunity for Goodwin400","","BDR","","0052w00000BXX9oAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:33:55.000Z","1953.0","","New Business / Add-on"
"0012w00001Cq7B4AAJ","130515.0","","2022-06-13","","0052w00000B4VTyAAN","2022-06-03T00:00:00.000Z","","","","130515.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfFAAAZ","true","false","false","true","","0082w00000rVzOLAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Trade Show","","Opportunity for Diaz177","","Marketing","","0052w00000BXX9mAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:03.000Z","980.0","","New Business"
"0012w00001Cq6ydAAB","283440.0","","2022-11-04","","0052w00000B4VTyAAN","2022-09-20T00:00:00.000Z","","","","0.0","2022 4","4","2022","Omitted","Omitted","true","false","false","0062w00000GjfFBAAZ","true","false","false","false","","0082w00000rVzLvAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Word of mouth","","Opportunity for Shaw178","","Marketing","","0052w00000BXX9oAAH","01s2w00000J2EzPAAV","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:34:04.000Z","2264.0","","New Business"
"0012w00001Cq78hAAB","1750200.0","","2023-01-14","","0052w00000B4VTyAAN","2022-05-26T00:00:00.000Z","","","","875100.0","2023 1","1","2023","Pipeline","Pipeline","true","true","true","0062w00000GjfFCAAZ","false","false","false","false","2022-11-22","0082w00000rVzLwAAK","","0052w00000B4VTyAAN","2023-01-12T23:33:59.000Z","","","","Word of mouth","","Opportunity for Lambert182","","Marketing","","0052w00000BXX9uAAH","01s2w00000J2EzPAAV","50.0","0","0122w000001Ypd0AAC","Value Proposition","2023-01-12T23:34:13.000Z","2893.0","","New Business / Add-on"
"0012w00001Cq7AgAAJ","2598300.0","","2023-05-03","","0052w00000B4VTyAAN","2022-12-25T00:00:00.000Z","","","","519660.0","2023 2","2","2023","Pipeline","Pipeline","true","true","false","0062w00000GjfFDAAZ","false","false","false","false","2022-12-19","0082w00000rVzQuAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Word of mouth","","Opportunity for Blair183","","BDR","","0052w00000BXX9lAAH","01s2w00000J2EzPAAV","20.0","0","0122w000001Ypd0AAC","Needs Analysis","2023-01-12T23:34:13.000Z","3351.0","","New Business"
"0012w00001Cq73FAAR","2340210.0","","2023-04-19","","0052w00000B4VTyAAN","2022-12-20T00:00:00.000Z","","","","234021.0","2023 2","2","2023","Pipeline","Pipeline","true","true","false","0062w00000GjfFEAAZ","false","false","false","false","2023-01-16","0082w00000rVzOMAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Advertisement","","Opportunity for Barber186","","BDR","","0052w00000BXXA1AAP","01s2w00000J2EzPAAV","10.0","0","0122w000001Ypd0AAC","Qualification","2023-01-12T23:34:13.000Z","6733.0","","New Business"
"0012w00001Cq71TAAR","888500.0","","2022-04-25","","0052w00000B4VTyAAN","2022-03-15T00:00:00.000Z","","","","888500.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfFIAAZ","true","false","false","true","","","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Word of mouth","","Opportunity for Rogers193","","Marketing","","0052w00000BXX9yAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:04.000Z","1777.0","","New Business / Add-on"
"0012w00001Cq71UAAR","164700.0","","2023-06-28","","0052w00000B4VTyAAN","2023-01-02T00:00:00.000Z","","","","115289.99999999999","2023 2","2","2023","BestCase","Best Case","true","true","true","0062w00000GjfFJAAZ","false","false","false","false","2023-01-25","","","0052w00000B4VTyAAN","2023-01-12T23:33:55.000Z","","","","Trade Show","","Opportunity for Frazier196","","Marketing","","0052w00000BXX9zAAH","01s2w00000J2EzPAAV","70.0","0","0122w000001Ypd0AAC","Perception Analysis","2023-01-12T23:34:13.000Z","1830.0","","New Business / Add-on"
"0012w00001Cq7BkAAJ","49040.0","","2022-05-27","","0052w00000B4VTyAAN","2021-11-04T00:00:00.000Z","","","","49040.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfFKAAZ","true","false","false","true","","0082w00000rVzR0AAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Trade Show","","Opportunity for Douglas198","","Alliances","","0052w00000BXX9pAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","613.0","","New Business / Add-on"
"0012w00001Cq7E2AAJ","53325.0","","2023-05-25","","0052w00000B4VTyAAN","2022-10-13T00:00:00.000Z","","","","10665.0","2023 2","2","2023","Pipeline","Pipeline","true","true","false","0062w00000GjfFNAAZ","false","false","false","false","2023-01-10","","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Word of mouth","","Opportunity for Phelps205","","BDR","","0052w00000BXX9zAAH","01s2w00000J2EzPAAV","20.0","0","0122w000001Ypd0AAC","Needs Analysis","2023-01-12T23:34:13.000Z","237.0","","Existing Business"
"0012w00001Cq7BYAAZ","356880.0","","2023-01-24","","0052w00000B4VTyAAN","2022-07-09T00:00:00.000Z","","","","35688.0","2023 1","1","2023","Pipeline","Pipeline","true","false","false","0062w00000GjfFQAAZ","false","false","false","false","2023-01-02","0082w00000rVzLxAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Word of mouth","","Opportunity for Morton406","","Alliances","","0052w00000BXX9zAAH","01s2w00000J2EzPAAV","10.0","0","0122w000001Ypd0AAC","Qualification","2023-01-12T23:34:15.000Z","2974.0","","New Business / Add-on"
"0012w00001Cq78RAAR","2155875.0","","2022-05-18","","0052w00000B4VTyAAN","2021-11-27T00:00:00.000Z","","","","2155875.0","2022 2","2","2022","Closed","Closed","true","false","false","0062w00000GjfFRAAZ","true","false","false","true","","0082w00000rVzONAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Partner","","Opportunity for Porter410","","AE","","0052w00000BXXA1AAP","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:04.000Z","3106.0","","Existing Business"
"0012w00001Cq724AAB","3626550.0","","2021-12-23","","0052w00000B4VTyAAN","2021-09-08T00:00:00.000Z","","","","0.0","2021 4","4","2021","Omitted","Omitted","true","false","false","0062w00000GjfFSAAZ","true","false","false","false","","0082w00000rVzLyAAK","","0052w00000B4VTyAAN","2023-01-12T23:33:57.000Z","","","","Web","","Opportunity for McKenzie412","","Alliances","","0052w00000BXX9mAAH","01s2w00000J2EzPAAV","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:57.000Z","3107.0","","New Business / Add-on"
"0012w00001Cq79mAAB","148440.0","","2022-03-23","","0052w00000B4VTyAAN","2021-08-05T00:00:00.000Z","","","","0.0","2022 1","1","2022","Omitted","Omitted","true","false","false","0062w00000GjfFTAAZ","true","false","false","false","","0082w00000rVzR1AAK","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Partner","","Opportunity for Clark413","","AE","","0052w00000BXX9nAAH","01s2w00000J2EzPAAV","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:34:03.000Z","501.0","","New Business"
"0012w00001Cq79GAAR","2103270.0","","2022-06-20","","0052w00000B4VTyAAN","2022-01-20T00:00:00.000Z","","","","0.0","2022 2","2","2022","Omitted","Omitted","true","false","false","0062w00000GjfFVAAZ","true","false","false","false","","0082w00000rVzLzAAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Trade Show","","Opportunity for West206","","AE","","0052w00000BXX9zAAH","01s2w00000J2EzPAAV","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:34:06.000Z","2770.0","","New Business"
"0012w00001Cq74GAAR","2166890.0","","2022-09-25","","0052w00000B4VTyAAN","2022-04-20T00:00:00.000Z","","","","2166890.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfFWAAZ","true","false","false","true","","0082w00000rVzM0AAK","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Partner","","Opportunity for Horton207","","AE","","0052w00000BXX9mAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","6835.0","","New Business"
"0012w00001Cq75ZAAR","316040.0","","2022-11-12","","0052w00000B4VTyAAN","2022-09-25T00:00:00.000Z","","","","316040.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfFYAAZ","true","false","false","true","","0082w00000rVzOOAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Word of mouth","","Opportunity for Johnston49","","Alliances","","0052w00000BXX9yAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:04.000Z","1408.0","","Existing Business"
"0012w00001Cq753AAB","333830.0","","2022-09-10","","0052w00000B4VTyAAN","2022-04-12T00:00:00.000Z","","","","333830.0","2022 3","3","2022","Closed","Closed","true","false","false","0062w00000GjfFZAAZ","true","false","false","true","","0082w00000rVzSBAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:06.000Z","","","","Word of mouth","","Opportunity for Potter50","","Alliances","","0052w00000BXX9wAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:06.000Z","1401.0","","New Business"
"0012w00001Cq72nAAB","1455310.0","","2022-11-28","","0052w00000B4VTyAAN","2022-05-24T00:00:00.000Z","","","","1455310.0","2022 4","4","2022","Closed","Closed","true","false","false","0062w00000GjfFcAAJ","true","false","false","true","","0082w00000rVzOPAA0","","0052w00000B4VTyAAN","2023-01-12T23:34:03.000Z","","","","Word of mouth","","Opportunity for Jordan57","","BDR","","0052w00000BXX9wAAH","01s2w00000J2EzPAAV","100.0","0","0122w000001Ypd0AAC","Closed Won","2023-01-12T23:34:03.000Z","2263.0","","New Business / Add-on"
"0012w00001Cq6yjAAB","2623525.0","","2022-07-05","","0052w00000B4VTyAAN","2022-02-20T00:00:00.000Z","","","","0.0","2022 3","3","2022","Omitted","Omitted","true","false","false","0062w00000GjfFdAAJ","true","false","false","false","","0082w00000rVzM1AAK","","0052w00000B4VTyAAN","2023-01-12T23:33:59.000Z","","","","Public Relations","","Opportunity for Moss58","","AE","","0052w00000BXX9mAAH","01s2w00000J2EzPAAV","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:33:59.000Z","3129.0","","New Business / Add-on"
"0012w00001Cq74eAAB","2235610.0","","2021-12-13","","0052w00000B4VTyAAN","2021-12-01T00:00:00.000Z","","","","0.0","2021 4","4","2021","Omitted","Omitted","true","false","false","0062w00000GjfFfAAJ","true","false","false","false","","0082w00000rVzM2AAK","","0052w00000B4VTyAAN","2023-01-12T23:34:04.000Z","","","","Employee Referral","","Opportunity for Cooper60","","Marketing","","0052w00000BXX9rAAH","01s2w00000J2EzPAAV","0.0","0","0122w000001Ypd0AAC","Closed Lost","2023-01-12T23:34:04.000Z","3048.0","","New Business / Add-on"
